-- ID: 00C4DBBC FW: 1.7.9.4 -- 9326409
9208,4528,-5696,13984
100,5184,-5408,14128
100,5104,-5040,13040
101,5216,-5216,13648
100,3824,-5024,13872
100,3328,-5392,14064
101,2864,-6544,13872
100,2608,-6656,14128
100,1120,-6448,14288
101,80,-6960,15072
100,-752,-7472,15776
100,-912,-7808,15744
99,-1056,-7760,16016
100,-736,-7088,15184
100,128,-7072,14400
101,1248,-7504,14208
100,2336,-7488,13664
101,3808,-7984,13040
100,5920,-6928,12800
100,8784,-6864,11680
101,11360,-5616,9840
100,11952,-5056,8752
98,11648,-5520,7760
101,11696,-5168,7360
100,13904,-3568,8064
100,13856,-3152,8240
99,13408,-2560,8128
100,13552,-2048,8384
100,13488,-1984,8544
101,13776,-2160,8624
184,13600,-2192,8352
100,13712,-2656,8352
101,13440,-2432,8480
100,13200,-1728,9616
100,13504,-1888,9312
101,13536,-2176,8256
100,13872,-2672,7408
100,14224,-3360,6672
101,14368,-3888,6560
100,14112,-4256,6192
101,14160,-5008,5712
98,14208,-5440,5712
100,14304,-5872,6096
101,13776,-6448,4864
100,13824,-6672,4688
98,13728,-6736,4080
101,13856,-6720,4288
100,14000,-6480,4288
100,14096,-6256,4560
101,14432,-6064,4352
100,14640,-5968,3984
100,14640,-5840,3840
101,14480,-5808,3472
98,14608,-5840,3664
100,14544,-6176,3936
101,14432,-6352,4160
100,14192,-6496,4512
100,14176,-6496,4608
101,14128,-6544,4416
100,14128,-6528,4368
186,14256,-6480,3936
101,14288,-6576,3904
100,14320,-6592,3920
100,13984,-7072,3696
99,14112,-6944,3616
100,14368,-6912,3216
100,14464,-6640,2800
101,14592,-6032,2704
100,14704,-5696,2928
101,14672,-5568,3376
100,14672,-5744,3920
100,14768,-5680,3776
101,15008,-5312,3552
100,15040,-4512,3552
98,15088,-3632,3136
101,15056,-2656,3024
100,15280,-1888,2576
100,15376,-2496,2912
101,15472,-2192,3808
100,15648,-1456,4464
100,15344,-976,5840
101,14720,-1328,6768
100,14160,-1440,7712
100,13472,-816,8784
101,13072,-864,9616
100,13264,-1088,9392
98,13392,-1104,8928
101,13776,-1104,8432
100,13840,-1232,8352
100,13776,-1072,8352
185,13824,-1088,8416
98,13872,-1120,8432
100,13936,-1104,8272
99,14016,-1168,8112
100,14032,-1120,8064
100,14064,-1088,8016
99,14016,-1184,8080
100,13968,-1184,8080
100,14000,-1200,8080
99,14000,-1136,8016
100,14016,-1152,8064
98,13984,-1168,8000
101,13952,-1184,8048
100,14016,-1152,8064
100,14048,-1200,8096
99,14048,-992,8064
100,14048,-1024,8080
98,14032,-1040,8016
101,14112,-1040,8016
98,14048,-1088,7952
100,13984,-1104,7968
99,13968,-1104,7984
100,14032,-1104,7936
100,14000,-1136,8032
99,13936,-1008,7840
100,14080,-1056,7888
100,14000,-1168,7936
99,14352,-1312,8256
100,14080,-1104,8144
100,14048,-656,7920
191,14736,-1456,6656
