-- ID: 00C4DBBC FW: 1.7.9.4 -- 7461103
9216,10928,-4144,11168
99,10944,-4128,11232
100,10944,-4128,11136
101,10944,-4080,11200
100,10944,-4112,11232
98,10896,-4112,11248
101,10976,-4064,11328
100,10864,-4112,11328
100,10928,-4096,11328
99,10976,-4112,11248
100,10912,-4064,11264
100,10864,-4112,11232
101,10880,-4160,11200
98,10784,-4176,11232
100,10848,-4112,11232
101,10880,-4128,11264
100,10896,-4112,11200
98,10992,-4160,11264
101,10960,-4112,11296
100,10896,-4096,11200
100,10896,-4096,11280
99,10880,-4112,11280
100,10928,-4064,11200
100,10912,-4096,11280
101,10880,-4112,11296
100,10880,-4112,11280
100,10976,-4096,11232
101,10960,-4144,11216
100,10992,-4160,11248
100,10944,-4160,11232
189,10912,-4112,11264
100,10896,-4096,11296
101,10848,-4112,11376
100,10912,-4048,11328
100,10896,-4064,11296
101,10944,-4064,11312
100,10896,-4096,11312
100,10944,-4112,11280
101,10848,-4144,11264
100,10880,-4128,11312
100,10880,-4176,11312
101,10880,-4144,11264
100,10880,-4128,11280
98,10848,-4208,11248
101,10912,-4128,11264
100,10864,-4160,11312
100,10864,-4176,11392
99,10864,-4208,11376
100,10880,-4128,11184
100,10832,-4112,11200
101,10848,-4128,11168
98,10864,-4128,11232
100,10912,-4160,11312
101,10864,-4144,11296
100,10832,-4144,11264
100,10944,-4080,11216
101,10944,-4064,11232
100,10896,-4080,11152
101,10848,-4048,11152
98,10800,-4064,11184
188,10896,-4096,11232
101,10944,-4112,11296
100,10928,-4080,11312
100,10912,-4112,11264
101,10864,-4144,11216
100,10960,-4160,11232
98,10912,-4144,11312
101,10944,-4128,11312
100,10944,-4112,11344
100,10976,-4112,11264
101,10944,-4128,11248
100,10832,-4192,11328
100,10928,-4096,11312
101,10864,-4096,11296
98,10896,-4128,11312
100,10880,-4128,11360
101,10832,-4144,11376
100,10816,-4160,11312
98,10848,-4144,11376
101,10880,-4096,11312
100,10912,-4112,11248
101,10912,-4144,11264
100,10944,-4144,11360
100,10960,-4144,11360
99,10864,-4128,11360
100,10848,-4112,11360
100,10896,-4096,11264
101,10928,-4096,11264
98,10880,-4080,11328
100,10912,-4096,11280
193,10832,-4144,11280
100,10912,-4160,11296
100,10896,-4176,11328
101,10832,-4144,11264
98,10816,-4144,11280
100,10832,-4112,11280
101,10816,-4128,11344
100,10848,-4192,11392
101,10848,-4192,11360
100,10784,-4176,11296
98,10880,-4144,11328
101,10816,-4064,11264
100,10832,-4048,11280
100,10800,-4080,11328
99,10800,-4096,11312
100,10816,-4128,11296
100,10864,-4128,11264
101,10960,-4096,11232
98,10896,-4096,11248
100,10864,-4096,11280
101,10864,-4112,11296
100,10896,-4096,11264
98,10912,-4144,11312
101,10848,-4112,11312
100,10880,-4112,11232
100,10896,-4064,11184
99,10880,-4128,11264
100,10816,-4176,11248
100,10864,-4144,11312
101,10816,-4112,11360
186,10864,-4160,11344
100,10816,-4128,11360
101,10816,-4144,11344
98,10816,-4144,11312
100,10768,-4128,11392
101,10800,-4080,11376
100,10816,-4128,11392
98,10848,-4112,11328
101,10880,-4048,11360
100,10832,-4096,11296
100,10864,-4064,11248
99,10864,-4064,11248
100,10992,-4096,10832
100,10976,-4144,10816
101,10864,-4144,11088
100,10880,-4112,11200
101,10864,-4096,11312
98,10976,-4128,11264
100,10976,-4112,11248
101,10816,-4112,11552
100,10848,-4080,11552
100,10640,-4144,11520
101,10864,-4128,11328
